"LTER","site","Year","Discharge_cms","Conc_mgL","FNConc_mgL","Flux_106_kg_y","FNFlux_106_kg_y","drainSqKm","Yield","FNYield"
"MCM","Onyx River at Lake Vanda Weir",2013,0.8719,1.22,1.28,0.03084,0.0219,1,0.03084,0.0219
"MCM","Onyx River at Lake Vanda Weir",2014,0.1272,1.31,1.27,0.00473,0.0216,1,0.00473,0.0216
"MCM","Onyx River at Lake Vanda Weir",2015,1.4789,1.14,1.26,0.05188,0.0214,1,0.05188,0.0214
"MCM","Onyx River at Lake Vanda Weir",2016,0.484,1.23,1.25,0.01678,0.0211,1,0.01678,0.0211
"MCM","Onyx River at Lake Vanda Weir",2017,0.193,1.26,1.24,0.00678,0.0208,1,0.00678,0.0208
"MCM","Onyx River at Lake Vanda Weir",2018,0.5288,1.2,1.23,0.01828,0.0206,1,0.01828,0.0206
"MCM","Onyx River at Lower Wright Weir",1994,0.0992,0.72,0.701,0.00217,0.0122,1,0.00217,0.0122
"MCM","Onyx River at Lower Wright Weir",1995,0.1696,0.697,0.704,0.00376,0.0123,1,0.00376,0.0123
"MCM","Onyx River at Lower Wright Weir",1996,0.1379,0.759,0.705,0.00318,0.0115,1,0.00318,0.0115
"MCM","Onyx River at Lower Wright Weir",1997,0.056,0.751,0.707,0.00133,0.012,1,0.00133,0.012
"MCM","Onyx River at Lower Wright Weir",1998,0.3312,0.718,0.713,0.00758,0.0122,1,0.00758,0.0122
"MCM","Onyx River at Lower Wright Weir",1999,0.1798,0.74,0.722,0.00415,0.0138,1,0.00415,0.0138
"MCM","Onyx River at Lower Wright Weir",2000,0.0495,0.736,0.725,0.00116,0.0145,1,0.00116,0.0145
"MCM","Onyx River at Lower Wright Weir",2001,3.3017,0.719,0.731,0.07685,0.0147,1,0.07685,0.0147
"MCM","Onyx River at Lower Wright Weir",2002,0.096,0.683,0.738,0.00231,0.0139,1,0.00231,0.0139
"MCM","Onyx River at Lower Wright Weir",2003,0.2071,0.745,0.742,0.00481,0.0127,1,0.00481,0.0127
"MCM","Onyx River at Lower Wright Weir",2004,0.3118,0.716,0.743,0.0072,0.0135,1,0.0072,0.0135
"MCM","Onyx River at Lower Wright Weir",2005,0.2249,0.76,0.744,0.00535,0.0138,1,0.00535,0.0138
"MCM","Onyx River at Lower Wright Weir",2006,0.2411,0.72,0.741,0.00582,0.0139,1,0.00582,0.0139
"MCM","Onyx River at Lower Wright Weir",2007,0.1935,0.704,0.735,0.00452,0.0142,1,0.00452,0.0142
"MCM","Onyx River at Lower Wright Weir",2008,1.5646,0.751,0.727,0.03834,0.0142,1,0.03834,0.0142
"MCM","Onyx River at Lower Wright Weir",2009,0.1803,0.737,0.723,0.00418,0.0142,1,0.00418,0.0142
"MCM","Onyx River at Lower Wright Weir",2010,1.4468,0.756,0.719,0.03558,0.0142,1,0.03558,0.0142
"MCM","Onyx River at Lower Wright Weir",2011,0.769,0.726,0.714,0.01829,0.0142,1,0.01829,0.0142
"MCM","Onyx River at Lower Wright Weir",2012,0.3809,0.733,0.708,0.00894,0.014,1,0.00894,0.014
"MCM","Onyx River at Lower Wright Weir",2013,0.9808,0.725,0.701,0.0229,0.0138,1,0.0229,0.0138
"MCM","Onyx River at Lower Wright Weir",2014,0.1767,0.672,0.694,0.00382,0.0136,1,0.00382,0.0136
"MCM","Onyx River at Lower Wright Weir",2015,1.3958,0.726,0.687,0.03256,0.0134,1,0.03256,0.0134
"MCM","Onyx River at Lower Wright Weir",2016,0.5782,0.683,0.68,0.01248,0.0133,1,0.01248,0.0133
"MCM","Onyx River at Lower Wright Weir",2017,0.1897,0.676,0.674,0.00401,0.0131,1,0.00401,0.0131
"MCM","Onyx River at Lower Wright Weir",2018,0.5257,0.688,0.668,0.01138,0.013,1,0.01138,0.013
"MCM","Priscu Stream at B1",1994,0.0125,1.214,1.22,0.000413,0.000719,1,0.000413,0.000719
"MCM","Priscu Stream at B1",1994,0.00802,1.229,1.22,0.000278,0.000683,1,0.000278,0.000683
"MCM","Priscu Stream at B1",1995,0.0125,1.185,1.22,0.000424,0.00069,1,0.000424,0.00069
"MCM","Priscu Stream at B1",1996,0.0131,1.231,1.21,0.00044,0.000697,1,0.00044,0.000697
"MCM","Priscu Stream at B1",1997,0.0154,1.178,1.21,0.000527,0.000706,1,0.000527,0.000706
"MCM","Priscu Stream at B1",1998,0.0141,1.194,1.21,0.000502,0.000716,1,0.000502,0.000716
"MCM","Priscu Stream at B1",1999,0.00861,1.227,1.21,0.000319,0.000729,1,0.000319,0.000729
"MCM","Priscu Stream at B1",2000,0.00442,1.251,1.22,0.000166,0.000744,1,0.000166,0.000744
"MCM","Priscu Stream at B1",2001,0.0962,1.17,1.23,0.00333,0.000752,1,0.00333,0.000752
"MCM","Priscu Stream at B1",2002,0.0198,1.246,1.23,0.000709,0.000757,1,0.000709,0.000757
"MCM","Priscu Stream at B1",2003,0.0356,1.221,1.24,0.00126,0.000759,1,0.00126,0.000759
"MCM","Priscu Stream at B1",2004,0.0126,1.222,1.23,0.00045,0.000753,1,0.00045,0.000753
"MCM","Priscu Stream at B1",2005,0.0234,1.17,1.22,0.000841,0.000743,1,0.000841,0.000743
"MCM","Priscu Stream at B1",2006,0.0398,1.159,1.22,0.00142,0.00073,1,0.00142,0.00073
"MCM","Priscu Stream at B1",2007,0.0119,1.227,1.2,0.000445,0.000716,1,0.000445,0.000716
"MCM","Priscu Stream at B1",2008,0.0701,1.125,1.19,0.00223,0.000702,1,0.00223,0.000702
"MCM","Priscu Stream at B1",2009,0.00458,1.27,1.17,0.000188,0.00069,1,0.000188,0.00069
"MCM","Priscu Stream at B1",2010,0.0191,1.066,1.15,0.000579,0.000679,1,0.000579,0.000679
"MCM","Priscu Stream at B1",2011,3.72e-06,0.997,1.14,1.17e-07,0.000669,1,1.17e-07,0.000669
"MCM","Priscu Stream at B1",2012,3.72e-06,0.98,1.12,1.15e-07,0.000659,1,1.15e-07,0.000659
"NWT","SADDLE STREAM 007",1999,0.010736,2.31,2.33,0.00052,0.000411,0.08,0.0065,0.0051375
"NWT","SADDLE STREAM 007",2000,0.00847,2.31,2.5,0.000387,0.000447,0.08,0.0048375,0.0055875
"NWT","SADDLE STREAM 007",2001,0.00556,2.53,2.59,0.000311,0.000466,0.08,0.0038875,0.005825
"NWT","SADDLE STREAM 007",2002,0.000502,2.66,2.71,1.81e-05,0.000491,0.08,0.00022625,0.0061375
"NWT","SADDLE STREAM 007",2003,0.009797,2.82,2.81,0.00066,0.000513,0.08,0.00825,0.0064125
"NWT","SADDLE STREAM 007",2004,0.004091,2.88,2.92,0.00036,0.000543,0.08,0.0045,0.0067875
"NWT","SADDLE STREAM 007",2005,0.006531,2.8,2.94,0.000444,0.000564,0.08,0.00555,0.00705
"NWT","SADDLE STREAM 007",2006,0.00899,2.79,2.9,0.00061,0.000538,0.08,0.007625,0.006725
"NWT","SADDLE STREAM 007",2007,0.008126,2.56,2.94,0.000537,0.000502,0.08,0.0067125,0.006275
"NWT","SADDLE STREAM 007",2008,0.006096,3.03,3.13,0.000488,0.000499,0.08,0.0061,0.0062375
"NWT","SADDLE STREAM 007",2009,0.00752,2.93,3.34,0.00056,0.000499,0.08,0.007,0.0062375
"NWT","SADDLE STREAM 007",2010,0.006539,3.62,3.66,0.000427,0.000528,0.08,0.0053375,0.0066
"NWT","SADDLE STREAM 007",2011,0.011084,3.83,4.1,0.00113,0.000581,0.08,0.014125,0.0072625
"NWT","SADDLE STREAM 007",2012,0.001036,5.98,4.73,0.000121,0.000668,0.08,0.0015125,0.00835
"NWT","SADDLE STREAM 007",2013,0.006361,4.97,5.24,0.000623,0.00073,0.08,0.0077875,0.009125
"NWT","SADDLE STREAM 007",2014,0.010458,5.13,5.81,0.00127,0.000799,0.08,0.015875,0.0099875
"NWT","SADDLE STREAM 007",2015,0.009864,6.36,6.42,0.00129,0.000872,0.08,0.016125,0.0109
"NWT","SADDLE STREAM 007",2016,0.005598,7.65,7.15,0.000861,0.000967,0.08,0.0107625,0.0120875
"NWT","SADDLE STREAM 007",2017,0.00774,7.63,7.79,0.00133,0.001036,0.08,0.016625,0.01295
"NWT","SADDLE STREAM 007",2018,0.004042,9.96,8.58,0.000453,0.001122,0.08,0.0056625,0.014025
"MCM","Von Guerard Stream at F6",1993,0.0131,2.07,2.17,0.00089,0.000802,1,0.00089,0.000802
"MCM","Von Guerard Stream at F6",1994,0.0012,2.17,2.18,8.84e-05,0.00081,1,8.84e-05,0.00081
"MCM","Von Guerard Stream at F6",1995,0.0013,2.19,2.19,9.35e-05,0.000813,1,9.35e-05,0.000813
"MCM","Von Guerard Stream at F6",1996,0.00112,2.19,2.21,8.49e-05,0.000818,1,8.49e-05,0.000818
"MCM","Von Guerard Stream at F6",1997,0.000134,2.16,2.22,1.04e-05,0.000827,1,1.04e-05,0.000827
"MCM","Von Guerard Stream at F6",1998,0.00131,2.33,2.23,0.000101,0.000834,1,0.000101,0.000834
"MCM","Von Guerard Stream at F6",1999,2.18e-06,2.15,2.25,1.48e-07,0.000845,1,1.48e-07,0.000845
"MCM","Von Guerard Stream at F6",2000,2.18e-06,2.17,2.28,1.49e-07,0.000858,1,1.49e-07,0.000858
"MCM","Von Guerard Stream at F6",2001,0.0515,2.19,2.32,0.00359,0.000876,1,0.00359,0.000876
"MCM","Von Guerard Stream at F6",2002,0.00201,2.27,2.32,0.000166,0.00084,1,0.000166,0.00084
"MCM","Von Guerard Stream at F6",2003,0.0022,2.27,2.32,0.000176,0.000768,1,0.000176,0.000768
"MCM","Von Guerard Stream at F6",2004,0.0146,2.46,2.32,0.00112,0.000863,1,0.00112,0.000863
"MCM","Von Guerard Stream at F6",2005,0.00762,2.48,2.31,0.000599,0.000889,1,0.000599,0.000889
"MCM","Von Guerard Stream at F6",2006,0.00799,2.26,2.29,0.000602,0.000888,1,0.000602,0.000888
"MCM","Von Guerard Stream at F6",2007,0.00337,2.34,2.29,0.000254,0.000879,1,0.000254,0.000879
"MCM","Von Guerard Stream at F6",2008,0.0351,2.24,2.29,0.00245,0.000875,1,0.00245,0.000875
"MCM","Von Guerard Stream at F6",2009,0.017,2.36,2.3,0.0012,0.000867,1,0.0012,0.000867
"MCM","Von Guerard Stream at F6",2010,0.0418,2.27,2.32,0.00288,0.000861,1,0.00288,0.000861
"MCM","Von Guerard Stream at F6",2011,0.00711,2.31,2.34,0.000491,0.000855,1,0.000491,0.000855
"MCM","Von Guerard Stream at F6",2012,0.0037,2.36,2.35,0.000258,0.000848,1,0.000258,0.000848
"MCM","Von Guerard Stream at F6",2013,0.0186,2.3,2.34,0.00126,0.000842,1,0.00126,0.000842
"MCM","Von Guerard Stream at F6",2014,0.00172,2.36,2.34,0.00012,0.000837,1,0.00012,0.000837
"MCM","Von Guerard Stream at F6",2015,0.0303,2.34,2.35,0.00206,0.000833,1,0.00206,0.000833
"MCM","Von Guerard Stream at F6",2016,0.0258,2.16,2.35,0.00172,0.000829,1,0.00172,0.000829
"MCM","Von Guerard Stream at F6",2017,0.00541,2.26,2.36,0.000354,0.000825,1,0.000354,0.000825
"MCM","Von Guerard Stream at F6",2018,0.00333,2.54,2.37,0.000252,0.000822,1,0.000252,0.000822
"GRO","Yenisey",2004,18633,3.11,3.12,1540,1650,2500000,0.000616,0.00066
"GRO","Yenisey",2005,20903,3.06,3.06,1787,1620,2500000,0.0007148,0.000648
"GRO","Yenisey",2006,18336,3.02,3.01,1520,1590,2500000,0.000608,0.000636
"GRO","Yenisey",2007,22192,2.95,2.96,1802,1559,2500000,0.0007208,0.0006236
"GRO","Yenisey",2008,20920,2.9,2.91,1665,1519,2500000,0.000666,0.0006076
"GRO","Yenisey",2009,19731,2.86,2.86,1561,1491,2500000,0.0006244,0.0005964
"GRO","Yenisey",2010,19572,2.82,2.8,1549,1475,2500000,0.0006196,0.00059
"GRO","Yenisey",2011,21412,2.75,2.75,1588,1447,2500000,0.0006352,0.0005788
"GRO","Yenisey",2012,15029,2.71,2.71,1148,1421,2500000,0.0004592,0.0005684
"GRO","Yenisey",2013,16055,2.67,2.68,1124,1388,2500000,0.0004496,0.0005552
"GRO","Yenisey",2014,20051,2.62,2.6,1357,1340,2500000,0.0005428,0.000536
"GRO","Yenisey",2015,19539,2.51,2.51,1290,1290,2500000,0.000516,0.000516
"GRO","Yenisey",2016,15729,2.43,2.41,1069,1238,2500000,0.0004276,0.0004952
"GRO","Yenisey",2017,16970,2.32,2.32,1061,1191,2500000,0.0004244,0.0004764
"GRO","Yenisey",2018,18674,2.22,2.22,1095,1143,2500000,0.000438,0.0004572
"GRO","Yenisey",2019,17477,2.13,2.13,1007,1096,2500000,0.0004028,0.0004384
"GRO","Yukon",2003,6697,11.09,11.26,1659,1604,830000,0.001998795,0.00193253
"GRO","Yukon",2004,5998,10.88,10.74,1446,1563,830000,0.001742169,0.001883133
"GRO","Yukon",2005,7209,10.36,10.25,1521,1528,830000,0.00183253,0.001840964
"GRO","Yukon",2006,7145,9.62,9.78,1578,1492,830000,0.001901205,0.00179759
"GRO","Yukon",2007,6047,9.54,9.35,1375,1458,830000,0.001656627,0.001756627
"GRO","Yukon",2008,6558,8.94,8.95,1416,1422,830000,0.001706024,0.001713253
"GRO","Yukon",2009,6567,8.57,8.56,1369,1388,830000,0.001649398,0.001672289
"GRO","Yukon",2010,5823,8.37,8.19,1255,1362,830000,0.001512048,0.001640964
"GRO","Yukon",2011,6427,8.31,7.81,1296,1334,830000,0.001561446,0.001607229
"GRO","Yukon",2012,7013,7.55,7.47,1347,1316,830000,0.001622892,0.001585542
"GRO","Yukon",2013,6561,7.23,7.3,1235,1296,830000,0.001487952,0.001561446
"GRO","Yukon",2014,7543,6.76,7.09,1384,1272,830000,0.00166747,0.00153253
"GRO","Yukon",2015,6495,6.86,6.89,1198,1226,830000,0.001443373,0.001477108
"GRO","Yukon",2016,7776,6.49,6.69,1325,1180,830000,0.001596386,0.001421687
"GRO","Yukon",2017,6084,6.51,6.51,1068,1140,830000,0.001286747,0.001373494
"GRO","Yukon",2018,7295,6.18,6.35,1158,1101,830000,0.001395181,0.001326506
"GRO","Yukon",2019,6607,6.11,6.2,1055,1062,830000,0.001271084,0.001279518
